borrower_id,loan_amount,loan_date,business_type,business_location,years_in_business,repayment_history,mobile_money_activity_score
PEZ10666,30990.38,2024-05-15,retail_shop,Thika,2.1,on_time,
PEZ10667,2547.89,2023-12-12,agro_dealer,Thika,7.3,defaulted,70.9
PEZ10668,5556.13,2021-12-12,food_vendor,Mombasa,2.5,on_time,53.5
PEZ10669,12372.26,2021-06-18,tailoring,Nakuru,6.4,on_time,72.8
PEZ10670,2845.93,2020-08-27,salon_barber,Malindi,9.2,late,13.4
PEZ10671,11391.86,2022-02-11,hardware_store,Eldoret,1.6,on_time,53.1
PEZ10672,18873.73,2022-08-01,mobile_money_agent,Kitale,4.7,on_time,71.6
PEZ10673,49341.27,2021-03-27,mobile_money_agent,Nairobi,1.4,on_time,72.0
PEZ10674,8875.95,2021-06-23,transport,Thika,2.0,on_time,62.8
PEZ10675,11823.32,2020-12-31,transport,Eldoret,3.3,late,70.4
PEZ10676,11630.84,2023-10-31,pharmacy,Thika,0.8,on_time,42.4
PEZ10677,9772.19,2021-04-14,transport,Kitale,0.9,late,59.4
PEZ10678,8299.04,2020-06-09,transport,Nakuru,1.4,late,78.8
PEZ10679,2313.93,2022-01-30,pharmacy,Nyeri,,on_time,74.9
PEZ10680,10044.96,2022-10-02,mobile_money_agent,Thika,2.2,on_time,33.0
PEZ10681,5530.69,2024-06-24,salon_barber,Garissa,3.2,defaulted,19.9
PEZ10682,8816.0,2024-05-08,agro_dealer,Kitale,5.6,on_time,
PEZ10683,8275.55,2020-01-25,salon_barber,Kitale,1.7,on_time,74.4
PEZ10684,13079.73,2023-01-28,transport,Malindi,1.8,late,26.5
PEZ10685,6073.0,2022-05-18,tailoring,Nakuru,1.1,late,59.2
PEZ10686,34737.7,2021-01-03,transport,Malindi,2.2,late,72.4
PEZ10687,5147.2,2024-07-04,mobile_money_agent,Kisumu,0.9,on_time,65.7
PEZ10688,6552.3,2020-11-02,transport,Garissa,1.8,on_time,84.7
PEZ10689,1594.64,2022-11-24,pharmacy,Nairobi,14.0,on_time,69.0
PEZ10690,1956.37,2022-03-26,hardware_store,Thika,6.3,on_time,66.5
PEZ10691,3678.1,2022-07-10,food_vendor,Kisumu,5.6,on_time,63.0
PEZ10692,20333.22,2020-02-10,electronics_repair,Eldoret,0.7,late,80.8
PEZ10693,5931.38,2023-08-23,agro_dealer,Mombasa,7.6,on_time,59.3
PEZ10694,5514.88,2024-05-05,hardware_store,Kisumu,0.7,on_time,50.1
PEZ10695,5075.49,2020-12-09,pharmacy,Mombasa,3.5,late,46.5
PEZ10696,38943.47,2020-11-27,electronics_repair,Malindi,0.7,defaulted,41.9
PEZ10697,3324.62,2022-03-20,electronics_repair,Nakuru,8.7,on_time,64.4
PEZ10698,4854.18,2022-07-11,tailoring,Kitale,1.9,on_time,96.2
PEZ10699,29748.29,2024-03-03,agro_dealer,Kisumu,2.6,on_time,
PEZ10700,7085.77,2023-01-28,food_vendor,Nakuru,2.9,on_time,61.4
PEZ10701,7085.85,2023-06-19,retail_shop,Nairobi,0.6,late,47.5
PEZ10702,5539.13,2021-08-04,salon_barber,Mombasa,4.8,late,79.4
PEZ10703,19183.71,2024-10-28,,Kisumu,8.8,on_time,38.3
PEZ10704,10911.85,2020-10-03,electronics_repair,Kitale,0.7,on_time,46.1
PEZ10705,5783.77,2022-06-09,hardware_store,Kisumu,5.6,on_time,31.8
PEZ10706,4977.14,2022-06-23,hardware_store,Garissa,1.6,on_time,43.1
PEZ10707,18053.25,2024-04-01,,Thika,2.4,on_time,65.8
PEZ10708,4428.57,2024-03-27,salon_barber,Thika,0.6,on_time,14.3
PEZ10709,6222.72,2020-01-15,pharmacy,Eldoret,,late,29.3
PEZ10710,15720.58,2024-01-04,hardware_store,Thika,0.5,late,28.4
PEZ10711,90600.71,2024-06-26,agro_dealer,Malindi,2.9,on_time,15.3
PEZ10712,11863.77,2024-10-13,mobile_money_agent,Eldoret,1.0,on_time,34.8
PEZ10713,1525.58,2023-12-05,food_vendor,Kisumu,4.5,on_time,52.1
PEZ10714,4555.63,2021-01-15,mobile_money_agent,Kitale,4.6,on_time,
PEZ10715,25620.02,2020-11-04,food_vendor,Eldoret,1.8,late,66.7
PEZ10716,14348.61,2022-01-30,retail_shop,Kitale,1.9,on_time,42.7
PEZ10717,4654.84,2024-05-07,pharmacy,Nairobi,5.4,defaulted,26.6
PEZ10718,13199.12,2022-02-20,agro_dealer,Mombasa,4.6,late,90.5
PEZ10719,3347.07,2021-05-21,retail_shop,Mombasa,2.9,on_time,56.7
PEZ10720,18919.19,2022-08-26,retail_shop,Nakuru,7.3,on_time,8.3
PEZ10721,13015.99,2023-01-30,agro_dealer,Eldoret,0.9,on_time,83.6
PEZ10722,19230.32,2024-11-03,hardware_store,Mombasa,3.3,on_time,79.4
PEZ10723,25967.04,2023-04-12,,Mombasa,0.7,on_time,76.0
PEZ10724,7014.34,2022-08-31,food_vendor,Malindi,1.7,on_time,
PEZ10725,2521.14,2023-06-20,mobile_money_agent,Kisumu,1.1,late,28.5
PEZ10726,1240.51,2020-09-14,electronics_repair,Nairobi,1.2,on_time,48.2
PEZ10727,1495.99,2024-12-31,pharmacy,Nakuru,3.8,on_time,62.0
PEZ10728,4004.52,2020-03-21,pharmacy,Nakuru,,late,60.9
PEZ10729,8751.52,2023-01-18,pharmacy,Kitale,3.0,on_time,21.2
PEZ10730,36608.93,2023-02-09,electronics_repair,Thika,3.2,on_time,34.0
PEZ10731,4808.27,2022-07-18,salon_barber,Mombasa,2.5,on_time,7.3
PEZ10732,55963.75,2024-05-08,,Garissa,0.8,on_time,73.6
PEZ10733,26455.71,2021-01-23,mobile_money_agent,Nakuru,3.0,on_time,63.5
PEZ10734,6423.35,2021-10-21,hardware_store,Kitale,0.6,on_time,23.5
PEZ10735,11814.61,2024-11-23,food_vendor,Mombasa,2.9,late,17.9
PEZ10736,3963.71,2022-03-06,retail_shop,Nakuru,2.5,on_time,36.4
PEZ10737,4129.08,2024-01-10,pharmacy,Garissa,2.6,late,35.3
PEZ10738,7622.79,2020-06-12,food_vendor,Nairobi,0.6,on_time,72.4
PEZ10739,2638.19,2024-06-14,pharmacy,Nairobi,3.1,on_time,66.6
PEZ10740,10727.14,2021-03-18,retail_shop,Nyeri,1.9,late,
PEZ10741,69458.37,2023-09-07,hardware_store,Mombasa,4.1,late,79.0
PEZ10742,19411.65,2020-08-04,transport,Nyeri,4.8,on_time,55.1
PEZ10743,2368.14,2024-06-10,mobile_money_agent,Thika,3.3,late,65.5
PEZ10744,31889.87,2022-06-26,salon_barber,Garissa,3.0,on_time,29.7
PEZ10745,16478.05,2023-07-20,electronics_repair,Thika,0.7,on_time,15.0
PEZ10746,10407.64,2024-03-04,agro_dealer,Thika,3.1,on_time,20.5
PEZ10747,25018.58,2021-08-05,tailoring,Thika,0.9,on_time,50.7
PEZ10748,7383.6,2021-03-30,mobile_money_agent,Nairobi,1.1,late,23.6
PEZ10749,5644.11,2023-02-07,transport,Thika,,late,50.9
PEZ10750,8773.62,2020-11-15,hardware_store,Garissa,2.2,on_time,41.7
PEZ10751,17332.21,2020-07-07,salon_barber,Eldoret,0.8,on_time,55.3
PEZ10752,3257.34,2022-09-15,mobile_money_agent,Malindi,0.9,on_time,45.5
PEZ10753,18236.92,2023-05-04,salon_barber,Kitale,4.1,on_time,16.8
PEZ10754,27232.29,2024-04-27,tailoring,Nairobi,2.0,defaulted,52.9
PEZ10755,2712.52,2024-04-26,electronics_repair,Thika,2.2,late,54.2
PEZ10756,7007.59,2022-12-09,transport,Nyeri,2.0,defaulted,9.2
PEZ10757,1507.82,2020-04-13,retail_shop,Thika,2.4,late,69.1
PEZ10758,9284.84,2024-05-29,agro_dealer,Kitale,3.1,on_time,59.7
PEZ10759,8661.06,2022-03-28,agro_dealer,Kisumu,0.5,defaulted,42.5
PEZ10760,767.14,2022-09-11,tailoring,Mombasa,7.7,on_time,65.0
PEZ10761,7828.12,2024-02-15,hardware_store,Nakuru,10.7,on_time,55.8
PEZ10762,1258.97,2023-03-25,hardware_store,Nakuru,2.1,on_time,39.2
PEZ10763,4429.8,2023-05-01,food_vendor,Mombasa,2.4,on_time,71.7
PEZ10764,12833.07,2023-06-30,retail_shop,Eldoret,1.6,on_time,24.8
PEZ10765,7622.13,2024-03-31,salon_barber,Kitale,,on_time,75.4
PEZ10766,7347.9,2024-08-31,food_vendor,Mombasa,2.4,late,17.6
PEZ10767,20671.35,2021-11-10,tailoring,Nairobi,3.3,on_time,29.2
PEZ10768,15949.48,2023-06-29,transport,Garissa,2.4,on_time,69.6
PEZ10769,1561.08,2020-05-03,salon_barber,Nairobi,10.3,late,60.8
PEZ10770,9408.38,2020-01-18,tailoring,Nakuru,1.5,on_time,75.5
PEZ10771,6907.17,2020-08-08,food_vendor,Malindi,2.2,on_time,14.2
PEZ10772,8306.25,2023-12-24,retail_shop,Eldoret,3.0,on_time,64.0
PEZ10773,79260.83,2022-07-26,food_vendor,Thika,2.3,late,35.1
PEZ10774,9417.16,2024-03-04,hardware_store,Nairobi,,on_time,82.2
PEZ10775,4402.89,2022-10-23,salon_barber,Nairobi,14.4,late,58.7
PEZ10776,11561.45,2020-03-01,tailoring,Nairobi,2.0,on_time,78.5
PEZ10777,3939.53,2024-02-03,hardware_store,Eldoret,1.8,late,82.7
PEZ10778,9885.21,2021-05-07,agro_dealer,Garissa,1.4,late,42.6
PEZ10779,5535.87,2020-09-26,mobile_money_agent,Kisumu,4.3,on_time,38.6
PEZ10780,2330.26,2023-11-11,transport,Kisumu,10.7,late,73.9
PEZ10781,20735.02,2023-03-02,hardware_store,Kisumu,10.7,on_time,18.2
PEZ10782,2389.7,2024-09-15,salon_barber,Thika,0.7,late,68.4
PEZ10783,2162.62,2022-06-26,salon_barber,Nairobi,2.5,on_time,39.9
PEZ10784,10532.43,2023-06-07,tailoring,Kisumu,3.1,on_time,82.7
PEZ10785,16046.73,2020-02-23,mobile_money_agent,Eldoret,0.7,late,55.1
PEZ10786,4598.52,2023-12-29,electronics_repair,Mombasa,0.6,on_time,28.4
PEZ10787,4103.12,2020-03-07,electronics_repair,Kisumu,3.4,late,32.9
PEZ10788,10868.77,2021-02-19,agro_dealer,Nairobi,1.2,on_time,84.3
PEZ10789,3318.18,2023-11-09,transport,Mombasa,9.8,on_time,72.9
PEZ10790,5451.27,2024-08-15,electronics_repair,Kitale,5.0,on_time,49.9
PEZ10791,3241.72,2023-08-06,agro_dealer,Thika,4.1,on_time,83.6
PEZ10792,20577.11,2021-05-18,retail_shop,Garissa,4.9,on_time,75.9
PEZ10793,40299.38,2023-07-15,hardware_store,Garissa,13.6,on_time,50.2
PEZ10794,19162.77,2022-08-02,retail_shop,Nakuru,1.0,on_time,33.1
PEZ10795,79082.2,2022-08-07,salon_barber,Malindi,7.1,on_time,10.7
PEZ10796,2556.17,2023-11-26,pharmacy,Mombasa,1.3,on_time,11.3
PEZ10797,11135.67,2023-12-30,,Kisumu,2.4,on_time,44.3
PEZ10798,51998.89,2020-12-01,transport,Kitale,5.5,on_time,36.6
PEZ10799,5860.95,2022-02-25,food_vendor,Mombasa,2.3,on_time,64.7
PEZ10800,4912.87,2021-11-17,hardware_store,Nyeri,2.2,on_time,89.8
PEZ10801,23246.76,2021-09-22,mobile_money_agent,Kisumu,0.8,defaulted,56.5
PEZ10802,5397.86,2020-01-08,tailoring,Kitale,0.8,on_time,58.7
PEZ10803,11728.46,2023-05-30,mobile_money_agent,Eldoret,,on_time,21.7
PEZ10804,11168.77,2023-05-16,pharmacy,Nakuru,0.9,on_time,19.0
PEZ10805,13511.91,2024-08-17,mobile_money_agent,Nairobi,0.6,on_time,33.9
PEZ10806,4714.94,2020-03-07,transport,Nairobi,11.6,late,50.1
PEZ10807,51449.22,2020-12-31,mobile_money_agent,Nyeri,1.8,on_time,56.2
PEZ10808,3838.97,2020-12-29,salon_barber,Eldoret,2.2,on_time,64.4
PEZ10809,5795.87,2022-02-15,pharmacy,Nyeri,11.3,late,
PEZ10810,5872.38,2024-10-26,food_vendor,Malindi,3.8,late,17.8
PEZ10811,21318.09,2020-08-11,tailoring,Thika,3.2,on_time,54.5
PEZ10812,11057.43,2023-12-18,mobile_money_agent,Garissa,0.7,on_time,57.5
PEZ10813,26342.75,2021-12-25,tailoring,Malindi,1.1,on_time,19.8
PEZ10814,4955.54,2021-01-03,salon_barber,Nyeri,2.9,on_time,60.1
PEZ10815,4476.85,2023-07-04,,Nakuru,0.7,defaulted,38.3
PEZ10816,17104.09,2023-02-21,food_vendor,Nakuru,1.7,on_time,92.4
PEZ10817,15214.14,2021-09-06,transport,Nairobi,3.1,late,86.8
PEZ10818,2574.99,2024-01-23,hardware_store,Garissa,0.9,late,
PEZ10819,28091.84,2023-10-09,mobile_money_agent,Nyeri,0.8,on_time,30.2
PEZ10820,9892.04,2024-12-31,pharmacy,Kitale,4.1,on_time,53.2
PEZ10821,3576.26,2022-12-03,hardware_store,Thika,0.6,defaulted,39.1
PEZ10822,8134.59,2023-11-04,tailoring,Nyeri,1.3,late,64.9
PEZ10823,15922.84,2022-02-07,electronics_repair,Thika,7.8,on_time,90.1
PEZ10824,10189.84,2024-03-19,hardware_store,Kisumu,4.0,on_time,63.9
PEZ10825,1146.31,2022-01-31,tailoring,Thika,1.5,on_time,34.5
PEZ10826,7714.02,2024-05-11,pharmacy,Eldoret,7.9,on_time,64.6
PEZ10827,4488.73,2021-01-24,transport,Mombasa,9.2,on_time,
PEZ10828,2582.31,2024-11-20,electronics_repair,Kitale,0.8,late,76.7
PEZ10829,2295.69,2024-01-01,food_vendor,Garissa,0.8,on_time,37.7
PEZ10830,21431.51,2020-06-27,hardware_store,Mombasa,,on_time,43.7
PEZ10831,26899.84,2020-02-16,electronics_repair,Kitale,3.0,on_time,30.3
PEZ10832,9201.23,2022-12-26,mobile_money_agent,Eldoret,13.2,late,17.5
PEZ10833,1172.28,2023-06-29,electronics_repair,Kitale,1.9,late,86.2
PEZ10834,7133.36,2023-12-13,hardware_store,Garissa,4.8,late,54.8
PEZ10835,19397.87,2022-06-27,tailoring,Nyeri,7.8,on_time,66.0
PEZ10836,16305.06,2020-06-25,retail_shop,Kisumu,,on_time,91.1
PEZ10837,12510.16,2023-12-03,agro_dealer,Malindi,2.1,on_time,28.2
PEZ10838,8151.34,2024-07-15,pharmacy,Nyeri,20.0,on_time,53.8
PEZ10839,3465.7,2024-07-22,hardware_store,Mombasa,5.3,late,73.5
PEZ10840,8333.83,2021-04-19,pharmacy,Mombasa,1.5,on_time,23.9
PEZ10841,6821.64,2023-12-03,transport,Kisumu,2.1,on_time,58.8
PEZ10842,47862.48,2022-08-02,electronics_repair,Thika,0.9,late,
PEZ10843,2041.0,2024-08-01,salon_barber,Eldoret,4.4,late,21.7
PEZ10844,32041.4,2023-04-24,food_vendor,Thika,1.8,on_time,52.5
PEZ10845,1850.08,2021-11-28,agro_dealer,Nakuru,3.2,on_time,20.4
PEZ10846,2313.56,2023-11-22,transport,Nyeri,2.1,on_time,48.5
PEZ10847,22845.64,2022-09-23,transport,Kisumu,10.1,on_time,55.7
PEZ10848,42393.67,2021-09-22,food_vendor,Nyeri,1.0,on_time,7.8
PEZ10849,4570.23,2021-11-01,agro_dealer,Mombasa,2.3,on_time,27.4
PEZ10850,14766.54,2023-07-26,pharmacy,Nairobi,1.2,on_time,84.6
PEZ10851,7637.32,2022-07-04,retail_shop,Kisumu,3.8,on_time,74.7
PEZ10852,46563.67,2021-09-15,transport,Nakuru,1.8,on_time,46.5
PEZ10853,2050.07,2024-10-01,agro_dealer,Thika,3.1,on_time,45.2
PEZ10854,2765.66,2023-02-20,salon_barber,Eldoret,7.9,defaulted,59.3
PEZ10855,66643.88,2022-03-18,electronics_repair,Mombasa,1.9,on_time,71.1
PEZ10856,14166.38,2020-10-11,electronics_repair,Malindi,1.2,late,69.1
PEZ10857,2303.02,2024-11-22,transport,Garissa,0.8,late,14.0
PEZ10858,38711.82,2023-09-09,salon_barber,Kisumu,,on_time,45.3
PEZ10859,25089.88,2024-06-03,agro_dealer,Kisumu,0.7,on_time,21.3
PEZ10860,2272.39,2022-02-26,mobile_money_agent,Malindi,1.3,on_time,74.1
PEZ10861,10623.64,2021-04-29,electronics_repair,Nakuru,0.5,on_time,28.3
PEZ10862,29301.24,2023-03-09,hardware_store,Eldoret,5.2,on_time,37.9
PEZ10863,14592.24,2024-02-06,pharmacy,Thika,5.5,late,39.4
PEZ10864,5098.8,2022-08-25,hardware_store,Eldoret,2.5,late,49.0
PEZ10865,2495.86,2024-05-13,food_vendor,Garissa,9.6,on_time,61.0
PEZ10866,1061.03,2021-12-23,retail_shop,Kitale,3.6,on_time,56.2
PEZ10867,59685.85,2024-05-26,tailoring,Eldoret,2.6,late,78.2
PEZ10868,2740.59,2021-08-20,mobile_money_agent,Eldoret,2.5,late,76.1
PEZ10869,4225.52,2021-07-23,mobile_money_agent,Nairobi,10.3,on_time,53.0
PEZ10870,61558.28,2023-05-21,tailoring,Kisumu,5.4,on_time,24.0
PEZ10871,10411.77,2024-05-21,salon_barber,Nyeri,2.1,late,67.3
PEZ10872,2287.54,2020-10-24,transport,Kitale,1.8,on_time,23.5
PEZ10873,13317.21,2023-09-15,mobile_money_agent,Kisumu,4.3,on_time,37.6
PEZ10874,8321.13,2024-03-27,pharmacy,Kisumu,4.8,on_time,16.3
PEZ10875,500.0,2024-03-20,food_vendor,Nairobi,2.7,on_time,39.7
PEZ10876,26024.27,2024-11-17,hardware_store,Nakuru,2.5,late,39.3
PEZ10877,3892.21,2022-12-21,agro_dealer,Nairobi,2.5,late,14.4
PEZ10878,4814.59,2023-08-28,retail_shop,Mombasa,1.3,on_time,62.9
PEZ10879,3824.18,2022-08-02,tailoring,Thika,1.6,on_time,51.7
PEZ10880,3601.21,2021-10-03,transport,Nyeri,10.6,on_time,18.3
PEZ10881,4124.2,2020-07-31,,Nairobi,4.8,late,78.5
PEZ10882,12268.92,2020-07-07,pharmacy,Thika,3.0,defaulted,74.5
PEZ10883,7873.02,2023-12-21,retail_shop,Nyeri,1.8,on_time,16.5
PEZ10884,6641.88,2023-03-05,food_vendor,Mombasa,0.8,on_time,14.9
PEZ10885,5550.53,2023-08-01,salon_barber,Mombasa,1.4,on_time,45.9
PEZ10886,35947.06,2021-06-11,pharmacy,Eldoret,0.9,on_time,51.8
PEZ10887,6644.31,2021-06-12,salon_barber,Mombasa,1.0,on_time,66.3
PEZ10888,32976.0,2020-12-31,tailoring,Kisumu,8.6,on_time,34.3
PEZ10889,83952.92,2022-06-23,pharmacy,Mombasa,0.8,on_time,48.3
PEZ10890,8577.75,2020-02-08,tailoring,Mombasa,,on_time,58.7
PEZ10891,2845.41,2020-11-06,pharmacy,Kisumu,1.1,on_time,
PEZ10892,4749.33,2022-06-12,electronics_repair,Malindi,1.9,on_time,38.4
PEZ10893,25274.19,2022-09-14,agro_dealer,Mombasa,5.9,on_time,
PEZ10894,14532.34,2020-04-23,food_vendor,Nyeri,1.2,on_time,91.0
PEZ10895,3644.88,2024-04-18,food_vendor,Thika,1.6,on_time,52.9
PEZ10896,5299.02,2023-11-26,tailoring,Nakuru,5.1,late,
PEZ10897,6809.36,2024-02-14,agro_dealer,Mombasa,0.7,on_time,45.8
PEZ10898,6284.53,2022-03-07,transport,Kisumu,,late,
PEZ10899,11823.96,2020-02-03,food_vendor,Garissa,1.8,on_time,37.6
PEZ10900,3597.8,2024-07-10,retail_shop,Thika,1.9,late,65.6
PEZ10901,1260.12,2021-04-22,hardware_store,Kitale,3.5,on_time,24.8
PEZ10902,19742.37,2023-06-20,,Nairobi,2.9,on_time,66.6
PEZ10903,3297.72,2021-09-21,retail_shop,Nakuru,7.2,defaulted,54.9
PEZ10904,7517.66,2020-08-21,food_vendor,Kitale,4.7,on_time,21.2
PEZ10905,6330.37,2024-07-19,pharmacy,Nyeri,1.1,on_time,32.9
PEZ10906,6742.13,2024-06-12,agro_dealer,Thika,3.4,on_time,58.1
PEZ10907,8108.83,2022-04-30,transport,Nairobi,11.5,late,46.4
PEZ10908,73535.94,2020-07-23,salon_barber,Thika,1.6,defaulted,10.0
PEZ10909,5413.02,2021-01-02,mobile_money_agent,Malindi,3.7,defaulted,
PEZ10910,23360.01,2023-11-18,food_vendor,Nyeri,5.8,on_time,67.4
PEZ10911,6962.31,2020-12-23,salon_barber,Nakuru,2.2,late,76.7
PEZ10912,10115.79,2024-08-19,mobile_money_agent,Nairobi,9.6,late,70.8
PEZ10913,500.0,2020-07-14,tailoring,Thika,1.6,on_time,57.1
PEZ10914,4862.47,2023-07-06,mobile_money_agent,Thika,1.9,on_time,19.0
PEZ10915,3102.21,2022-08-29,transport,Eldoret,2.7,on_time,83.1
PEZ10916,165166.89,2021-03-05,pharmacy,Kisumu,4.4,on_time,62.4
PEZ10917,731.76,2024-02-25,agro_dealer,Eldoret,1.8,late,77.2
PEZ10918,3996.18,2021-04-26,retail_shop,Garissa,0.6,late,28.8
PEZ10919,3532.28,2021-04-16,pharmacy,Nyeri,1.1,on_time,77.8
PEZ10920,8579.39,2024-12-30,food_vendor,Thika,3.7,late,25.4
PEZ10921,8282.22,2023-06-02,transport,Mombasa,4.2,late,66.3
PEZ10922,5043.32,2021-07-06,pharmacy,Kisumu,8.1,on_time,41.9
PEZ10923,1516.57,2024-10-10,transport,Thika,2.4,late,96.1
PEZ10924,13473.57,2020-11-17,pharmacy,Kitale,1.8,on_time,76.7
PEZ10925,19960.22,2022-12-04,mobile_money_agent,Kisumu,7.8,on_time,42.0
PEZ10926,3381.94,2024-02-16,pharmacy,Nakuru,0.6,on_time,80.4
PEZ10927,4815.34,2020-11-01,transport,Nakuru,3.0,on_time,42.1
PEZ10928,12446.29,2022-10-29,mobile_money_agent,Nairobi,14.5,on_time,
PEZ10929,16992.81,2022-07-15,retail_shop,Malindi,6.9,on_time,70.0
PEZ10930,1209.46,2021-03-22,pharmacy,Nakuru,2.7,on_time,72.5
PEZ10931,8129.14,2021-09-16,salon_barber,Thika,7.9,on_time,19.8
PEZ10932,19723.01,2024-04-29,,Kitale,0.7,on_time,57.6
PEZ10933,1431.57,2020-01-03,salon_barber,Malindi,4.3,on_time,71.9
PEZ10934,5302.3,2021-07-06,food_vendor,Malindi,0.6,on_time,52.5
PEZ10935,15168.17,2021-11-18,mobile_money_agent,Garissa,10.9,on_time,35.2
PEZ10936,7312.43,2022-01-18,retail_shop,Garissa,1.1,late,54.8
PEZ10937,8583.54,2023-02-22,pharmacy,Nyeri,,on_time,53.4
PEZ10938,26655.38,2024-03-20,transport,Kisumu,0.7,on_time,25.5
PEZ10939,10370.51,2022-10-28,mobile_money_agent,Nakuru,3.6,on_time,36.8
PEZ10940,8003.12,2024-08-25,agro_dealer,Eldoret,2.5,on_time,20.5
PEZ10941,5853.75,2023-06-25,food_vendor,Kitale,2.2,late,38.2
PEZ10942,14918.74,2021-01-01,electronics_repair,Mombasa,0.6,on_time,43.1
PEZ10943,5784.53,2024-11-26,tailoring,Mombasa,2.4,on_time,48.7
PEZ10944,33948.03,2020-09-27,transport,Garissa,5.1,on_time,
PEZ10945,5298.09,2020-02-15,,Thika,6.1,late,52.5
PEZ10946,2498.21,2021-10-30,transport,Garissa,6.0,on_time,54.1
PEZ10947,7791.3,2023-03-07,pharmacy,Nyeri,2.3,on_time,19.1
PEZ10948,8177.49,2024-04-25,salon_barber,Eldoret,0.8,on_time,32.4
PEZ10949,3356.24,2023-12-28,retail_shop,Kisumu,1.7,on_time,74.1
PEZ10950,4657.83,2024-06-15,hardware_store,Eldoret,0.7,on_time,86.0
PEZ10951,38322.81,2021-06-17,salon_barber,Kisumu,1.0,late,
PEZ10952,10162.96,2020-10-29,electronics_repair,Kisumu,0.5,on_time,7.5
PEZ10953,10450.72,2022-04-08,electronics_repair,Kitale,1.9,on_time,63.4
PEZ10954,34160.54,2023-01-23,pharmacy,Kisumu,2.1,on_time,41.5
PEZ10955,10550.23,2024-03-24,hardware_store,Thika,2.0,on_time,46.9
PEZ10956,27715.72,2020-08-18,mobile_money_agent,Kisumu,3.1,on_time,83.5
PEZ10957,3735.73,2024-09-18,pharmacy,Nairobi,2.7,on_time,61.5
PEZ10958,15403.85,2022-12-14,transport,Kitale,0.6,late,78.7
PEZ10959,30356.02,2020-06-27,transport,Eldoret,2.6,on_time,32.5
PEZ10960,50757.78,2023-09-27,hardware_store,Malindi,1.1,on_time,43.6
PEZ10961,15938.27,2021-08-05,electronics_repair,Malindi,2.1,on_time,74.2
PEZ10962,5945.2,2024-12-23,electronics_repair,Thika,3.2,late,22.4
PEZ10963,11046.15,2022-05-18,pharmacy,Malindi,2.5,on_time,35.1
PEZ10964,18320.3,2024-11-11,agro_dealer,Kisumu,6.4,on_time,69.0
PEZ10965,14942.92,2022-04-18,hardware_store,Thika,1.3,defaulted,25.2
PEZ10966,10816.9,2021-02-12,tailoring,Malindi,2.2,on_time,10.8
PEZ10967,4424.59,2023-04-13,salon_barber,Malindi,1.7,late,29.0
PEZ10968,21334.97,2021-06-21,,Kitale,0.7,defaulted,56.3
PEZ10969,24665.93,2023-11-09,tailoring,Kitale,2.9,late,73.7
PEZ10970,1012.69,2024-03-06,transport,Nairobi,0.5,defaulted,19.3
PEZ10971,18448.11,2023-11-22,electronics_repair,Nyeri,5.2,on_time,81.2
PEZ10972,1443.87,2020-04-29,food_vendor,Thika,1.8,late,59.7
PEZ10973,14217.8,2022-01-09,salon_barber,Thika,1.9,defaulted,17.2
PEZ10974,3563.56,2021-01-31,agro_dealer,Thika,,defaulted,80.5
PEZ10975,3839.71,2024-09-26,salon_barber,Mombasa,2.2,late,30.8
PEZ10976,6767.04,2024-08-13,tailoring,Eldoret,5.8,on_time,93.0
PEZ10977,5160.19,2020-11-29,salon_barber,Nairobi,1.3,on_time,85.7
PEZ10978,1620.48,2023-06-10,food_vendor,Nakuru,9.1,on_time,73.0
PEZ10979,6745.22,2020-06-05,hardware_store,Garissa,2.9,on_time,19.5
PEZ10980,20167.58,2024-07-31,food_vendor,Kisumu,20.0,on_time,49.2
PEZ10981,5970.17,2024-03-04,pharmacy,Nyeri,7.6,late,29.1
PEZ10982,22020.18,2021-03-05,food_vendor,Nakuru,0.9,late,40.5
PEZ10983,4979.2,2022-09-18,salon_barber,Mombasa,2.3,defaulted,33.9
PEZ10984,12184.95,2022-08-18,agro_dealer,Nairobi,2.6,on_time,
PEZ10985,1628.22,2020-09-10,,Eldoret,,defaulted,72.8
PEZ10986,6398.99,2020-10-25,mobile_money_agent,Nakuru,2.4,defaulted,42.7
PEZ10987,18110.67,2021-05-10,tailoring,Nyeri,2.4,on_time,32.6
PEZ10988,7248.21,2024-01-05,hardware_store,Nyeri,1.7,on_time,79.4
PEZ10989,51710.22,2021-03-14,,Eldoret,0.9,on_time,74.5
PEZ10990,16100.86,2021-01-05,hardware_store,Kitale,11.6,on_time,30.4
PEZ10991,2892.45,2021-10-05,electronics_repair,Malindi,0.8,on_time,55.2
PEZ10992,24151.53,2023-02-15,food_vendor,Kitale,1.0,on_time,71.9
PEZ10993,9864.94,2021-09-30,retail_shop,Mombasa,1.5,on_time,28.7
PEZ10994,10999.05,2020-05-22,pharmacy,Nakuru,10.0,late,68.0
PEZ10995,3931.86,2022-06-16,pharmacy,Thika,10.0,late,20.9
PEZ10996,19500.25,2024-02-27,hardware_store,Mombasa,6.3,on_time,26.1
PEZ10997,7682.94,2022-04-07,salon_barber,Mombasa,1.2,on_time,24.0
PEZ10998,6831.18,2023-04-06,food_vendor,Nakuru,1.2,on_time,36.6
PEZ10999,2177.27,2023-09-27,mobile_money_agent,Eldoret,7.3,on_time,25.5
PEZ11000,11609.0,2020-09-07,mobile_money_agent,Malindi,0.7,on_time,56.2
